id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,poster_url,backdrop_url,release_year,release_month,popularity_level,rating_level,genres,genres_str
278,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",25.090900421142578,1994-09-23,The Shawshank Redemption,8.711000442504883,29169,https://image.tmdb.org/t/p/w342/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,https://image.tmdb.org/t/p/w780/v8xVDqt8uCul3c3mgx4VpGCwxJC.jpg,1994,9,very high,excellent,"['Drama', 'Crime']","Drama, Crime"
238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",26.628799438476562,1972-03-14,The Godfather,8.6850004196167,22035,https://image.tmdb.org/t/p/w342/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,https://image.tmdb.org/t/p/w780/jdHsptJbtalEuVhCV5i7kSC3g0x.jpg,1972,3,very high,excellent,"['Drama', 'Crime']","Drama, Crime"
240,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",12.450300216674805,1974-12-20,The Godfather Part II,8.571999549865723,13318,https://image.tmdb.org/t/p/w342/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,https://image.tmdb.org/t/p/w780/kGzFbGhp99zva6oZODW5atUtnqi.jpg,1974,12,very high,excellent,"['Drama', 'Crime']","Drama, Crime"
424,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,10.518699645996094,1993-12-15,Schindler's List,8.565999984741211,16839,https://image.tmdb.org/t/p/w342/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,https://image.tmdb.org/t/p/w780/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,1993,12,very high,excellent,"['Drama', 'History', 'War']","Drama, History, War"
389,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",8.230899810791016,1957-04-10,12 Angry Men,8.54800033569336,9507,https://image.tmdb.org/t/p/w342/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,https://image.tmdb.org/t/p/w780/tj6iPnz18hGfr0LKqWmG6Cp3niO.jpg,1957,4,very high,excellent,['Drama'],Drama
129,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",17.21929931640625,2001-07-20,Spirited Away,8.534000396728516,17611,https://image.tmdb.org/t/p/w342/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,https://image.tmdb.org/t/p/w780/ukfI9QkU1aIhOhKXYWE9n3z1mFR.jpg,2001,7,very high,excellent,"['Animation', 'Family', 'Fantasy']","Animation, Family, Fantasy"
155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",30.977699279785156,2008-07-16,The Dark Knight,8.52400016784668,34667,https://image.tmdb.org/t/p/w342/qJ2tW6WMUDux911r6m7haRef0WH.jpg,https://image.tmdb.org/t/p/w780/enNubozHn9pXi0ycTVYUWfpHZm.jpg,2008,7,very high,excellent,"['Drama', 'Action', 'Crime', 'Thriller']","Drama, Action, Crime, Thriller"
19404,hi,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",6.52209997177124,1995-10-20,Dilwale Dulhania Le Jayenge,8.5,4518,https://image.tmdb.org/t/p/w342/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,https://image.tmdb.org/t/p/w780/zQDFHYNVVVp9OAYSixYAG1SyX1l.jpg,1995,10,very high,good,"['Comedy', 'Drama', 'Romance']","Comedy, Drama, Romance"
497,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",15.952699661254883,1999-12-10,The Green Mile,8.501999855041504,18524,https://image.tmdb.org/t/p/w342/o0lO84GI7qrG6XFvtsPOSV7CTNa.jpg,https://image.tmdb.org/t/p/w780/b6HWTOxn1xevvyHU2K9ICvaRU6g.jpg,1999,12,very high,excellent,"['Fantasy', 'Drama', 'Crime']","Fantasy, Drama, Crime"
496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",16.545400619506836,2019-05-30,Parasite,8.496000289916992,19675,https://image.tmdb.org/t/p/w342/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,https://image.tmdb.org/t/p/w780/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,2019,5,very high,good,"['Comedy', 'Thriller', 'Drama']","Comedy, Thriller, Drama"
122,en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",18.366199493408203,2003-12-17,The Lord of the Rings: The Return of the King,8.489999771118164,25633,https://image.tmdb.org/t/p/w342/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://image.tmdb.org/t/p/w780/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,2003,12,very high,good,"['Adventure', 'Fantasy', 'Action']","Adventure, Fantasy, Action"
680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",16.0310001373291,1994-09-10,Pulp Fiction,8.487000465393066,29247,https://image.tmdb.org/t/p/w342/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,https://image.tmdb.org/t/p/w780/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,1994,9,very high,good,"['Thriller', 'Crime', 'Comedy']","Thriller, Crime, Comedy"
372058,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",18.874500274658203,2016-08-26,Your Name.,8.5,12080,https://image.tmdb.org/t/p/w342/q719jXXEzOoYaps6babgKnONONX.jpg,https://image.tmdb.org/t/p/w780/8x9iKH8kWA0zdkgNdpAew7OstYe.jpg,2016,8,very high,good,"['Animation', 'Romance', 'Drama']","Animation, Romance, Drama"
13,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",24.6382999420166,1994-06-23,Forrest Gump,8.463000297546387,28817,https://image.tmdb.org/t/p/w342/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,https://image.tmdb.org/t/p/w780/67HggiWaP9ZLv5sPYmyRV37yAJM.jpg,1994,6,very high,good,"['Comedy', 'Drama', 'Romance']","Comedy, Drama, Romance"
157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,35.147701263427734,2014-11-05,Interstellar,8.5,38187,https://image.tmdb.org/t/p/w342/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,https://image.tmdb.org/t/p/w780/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg,2014,11,very high,good,"['Adventure', 'Drama', 'Science Fiction']","Adventure, Drama, Science Fiction"
429,it,"Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",9.764100074768066,1966-12-22,"The Good, the Bad and the Ugly",8.461999893188477,9235,https://image.tmdb.org/t/p/w342/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,https://image.tmdb.org/t/p/w780/Adrip2Jqzw56KeuV2nAxucKMNXA.jpg,1966,12,very high,good,['Western'],Western
769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",10.812999725341797,1990-09-12,GoodFellas,8.5,13754,https://image.tmdb.org/t/p/w342/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,https://image.tmdb.org/t/p/w780/sw7mordbZxgITU877yTpZCud90M.jpg,1990,9,very high,good,"['Drama', 'Crime']","Drama, Crime"
346,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",6.829699993133545,1954-04-26,Seven Samurai,8.451000213623047,4018,https://image.tmdb.org/t/p/w342/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,https://image.tmdb.org/t/p/w780/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,1954,4,very high,good,"['Action', 'Drama']","Action, Drama"
12477,ja,火垂るの墓,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",0.01140000019222498,1988-04-16,Grave of the Fireflies,8.446000099182129,6182,https://image.tmdb.org/t/p/w342/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,https://image.tmdb.org/t/p/w780/dlC0ed9Ugh3FzydnkBtV5lRXUu4.jpg,1988,4,low,good,"['Animation', 'Drama', 'War']","Animation, Drama, War"
637,it,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,7.927700042724609,1997-12-20,Life Is Beautiful,8.399999618530273,13613,https://image.tmdb.org/t/p/w342/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,https://image.tmdb.org/t/p/w780/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,1997,12,very high,good,"['Comedy', 'Drama']","Comedy, Drama"
550,en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",15.065099716186523,1999-10-15,Fight Club,8.437999725341797,30955,https://image.tmdb.org/t/p/w342/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,https://image.tmdb.org/t/p/w780/5TiwfWEaPSwD20uwXjCTUqpQX70.jpg,1999,10,very high,good,"['Drama', 'Thriller']","Drama, Thriller"
667257,es,Cosas imposibles,"After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",3.038599967956543,2021-06-17,Impossible Things,8.435999870300293,416,https://image.tmdb.org/t/p/w342/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,https://image.tmdb.org/t/p/w780/bxSBOAD8AuMHYMdW3jso9npAkgt.jpg,2021,6,medium,good,"['Family', 'Drama']","Family, Drama"
14537,ja,切腹,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",4.646699905395508,1962-09-15,Harakiri,8.435999870300293,1127,https://image.tmdb.org/t/p/w342/3nPwMd3KviJWaHzG9fZCqlwWMas.jpg,https://image.tmdb.org/t/p/w780/e3hG3uadtcP0pYdRa5ch4ysQW76.jpg,1962,9,high,good,"['Action', 'Drama', 'History']","Action, Drama, History"
11216,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",3.9093000888824463,1988-11-17,Cinema Paradiso,8.399999618530273,4644,https://image.tmdb.org/t/p/w342/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg,https://image.tmdb.org/t/p/w780/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,1988,11,high,good,"['Drama', 'Romance']","Drama, Romance"
598,pt,Cidade de Deus,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",9.68179988861084,2002-08-30,City of God,8.428000450134277,7857,https://image.tmdb.org/t/p/w342/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,https://image.tmdb.org/t/p/w780/uvitbjFU4JqvMwIkMWHp69bmUzG.jpg,2002,8,very high,good,"['Drama', 'Crime']","Drama, Crime"
120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.334598541259766,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.425999641418457,26562,https://image.tmdb.org/t/p/w342/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://image.tmdb.org/t/p/w780/z51Wzj94hvAIsWfknifKTqKJRwp.jpg,2001,12,very high,good,"['Adventure', 'Fantasy', 'Action']","Adventure, Fantasy, Action"
539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",9.559700012207031,1960-06-22,Psycho,8.42199993133545,10604,https://image.tmdb.org/t/p/w342/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,https://image.tmdb.org/t/p/w780/mufF1aYvwdpKerhq5R1YrVcbJLY.jpg,1960,6,very high,good,"['Horror', 'Thriller', 'Mystery']","Horror, Thriller, Mystery"
40096,pt,O Auto da Compadecida,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small town in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",1.1486999988555908,2000-09-15,A Dog's Will,8.399999618530273,1190,https://image.tmdb.org/t/p/w342/ctfNJw6gofTjQvhOZeH8QKt0O2x.jpg,https://image.tmdb.org/t/p/w780/alQqTpmEkxSLgajfEYTsTH6nAKB.jpg,2000,9,low,good,"['Comedy', 'Drama', 'Fantasy', 'Romance']","Comedy, Drama, Fantasy, Romance"
510,en,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",9.477499961853027,1975-11-19,One Flew Over the Cuckoo's Nest,8.411999702453613,11021,https://image.tmdb.org/t/p/w342/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,https://image.tmdb.org/t/p/w780/vMylmakO2K9cZexNUze8wa9muJp.jpg,1975,11,very high,good,['Drama'],Drama
121,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",14.89430046081543,2002-12-18,The Lord of the Rings: The Two Towers,8.41100025177002,23068,https://image.tmdb.org/t/p/w342/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,https://image.tmdb.org/t/p/w780/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg,2002,12,very high,good,"['Adventure', 'Fantasy', 'Action']","Adventure, Fantasy, Action"
696374,en,Gabriel's Inferno,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",2.480799913406372,2020-05-29,Gabriel's Inferno,8.399999618530273,2436,https://image.tmdb.org/t/p/w342/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg,https://image.tmdb.org/t/p/w780/nIkcTtuhmkl1GZO2LfZi7SwFz7F.jpg,2020,5,medium,good,"['Romance', 'Drama']","Romance, Drama"
255709,ko,소원,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",3.788300037384033,2013-10-02,Hope,8.39900016784668,806,https://image.tmdb.org/t/p/w342/x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg,https://image.tmdb.org/t/p/w780/4Nx40jwpoTHPjCWNGoaZ6kaoGxa.jpg,2013,10,high,good,['Drama'],Drama
311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",7.147299766540527,1984-05-23,Once Upon a Time in America,8.39900016784668,5780,https://image.tmdb.org/t/p/w342/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,https://image.tmdb.org/t/p/w780/uPYa165sraN2c8gZBM9C47g3JoU.jpg,1984,5,very high,good,"['Drama', 'Crime']","Drama, Crime"
324857,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",15.69950008392334,2018-12-06,Spider-Man: Into the Spider-Verse,8.395000457763672,16579,https://image.tmdb.org/t/p/w342/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,https://image.tmdb.org/t/p/w780/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,2018,12,very high,good,"['Animation', 'Action', 'Adventure', 'Science Fiction']","Animation, Action, Adventure, Science Fiction"
4935,ja,ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",10.893199920654297,2004-09-09,Howl's Moving Castle,8.399999618530273,10600,https://image.tmdb.org/t/p/w342/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg,https://image.tmdb.org/t/p/w780/nv5wwZou159v5OC61i4ElR7OqyY.jpg,2004,9,very high,good,"['Fantasy', 'Animation', 'Adventure']","Fantasy, Animation, Adventure"
1891,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",5.600299835205078,1980-05-20,The Empire Strikes Back,8.399999618530273,17803,https://image.tmdb.org/t/p/w342/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,https://image.tmdb.org/t/p/w780/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg,1980,5,high,good,"['Adventure', 'Action', 'Science Fiction']","Adventure, Action, Science Fiction"
378064,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",8.904399871826172,2016-09-17,A Silent Voice: The Movie,8.38700008392334,4260,https://image.tmdb.org/t/p/w342/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,https://image.tmdb.org/t/p/w780/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,2016,9,very high,good,"['Animation', 'Drama', 'Romance']","Animation, Drama, Romance"
423,en,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",7.314700126647949,2002-09-17,The Pianist,8.399999618530273,9751,https://image.tmdb.org/t/p/w342/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,https://image.tmdb.org/t/p/w780/1XqIhsqnAozznGhxlGdI0GPcCro.jpg,2002,9,very high,good,"['Drama', 'War']","Drama, War"
807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",14.445899963378906,1995-09-22,Se7en,8.376999855041504,22259,https://image.tmdb.org/t/p/w342/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,https://image.tmdb.org/t/p/w780/iwgl8zlrrfvfWp9k9Paj8lvFEvS.jpg,1995,9,very high,good,"['Crime', 'Mystery', 'Thriller']","Crime, Mystery, Thriller"
244786,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",11.826600074768066,2014-10-10,Whiplash,8.37399959564209,16029,https://image.tmdb.org/t/p/w342/7fn624j5lj3xTme2SgiLCeuedmO.jpg,https://image.tmdb.org/t/p/w780/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg,2014,10,very high,good,"['Drama', 'Music']","Drama, Music"
27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",21.090099334716797,2010-07-15,Inception,8.369999885559082,38179,https://image.tmdb.org/t/p/w342/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,https://image.tmdb.org/t/p/w780/28kKbSUvUz6P5RE1AuMJMO7IMfK.jpg,2010,7,very high,good,"['Action', 'Science Fiction', 'Adventure']","Action, Science Fiction, Adventure"
724089,en,Gabriel's Inferno: Part II,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",1.027899980545044,2020-07-31,Gabriel's Inferno: Part II,8.368000030517578,1533,https://image.tmdb.org/t/p/w342/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg,https://image.tmdb.org/t/p/w780/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg,2020,7,low,good,"['Romance', 'Drama']","Romance, Drama"
770156,en,Lucy Shimmers and the Prince of Peace,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,6.271100044250488,2020-10-19,Lucy Shimmers and the Prince of Peace,8.399999618530273,326,https://image.tmdb.org/t/p/w342/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg,https://image.tmdb.org/t/p/w780/7KR1nKGaYqPuFBnqP7XBIX0DZlR.jpg,2020,10,very high,good,"['Drama', 'Family']","Drama, Family"
1058694,es,Radical,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",3.617500066757202,2023-10-19,Radical,8.361000061035156,481,https://image.tmdb.org/t/p/w342/lOAJYpX608aT0ApIv63ZTnol27Y.jpg,https://image.tmdb.org/t/p/w780/gutU32BiBxJvJdzLv5RWC9hQhNh.jpg,2023,10,high,good,['Drama'],Drama
761053,en,Gabriel's Inferno: Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,3.543600082397461,2020-11-19,Gabriel's Inferno: Part III,8.359000205993652,1069,https://image.tmdb.org/t/p/w342/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg,https://image.tmdb.org/t/p/w780/fQq1FWp1rC89xDrRMuyFJdFUdMd.jpg,2020,11,high,good,"['Romance', 'Drama']","Romance, Drama"
12493,ja,天国と地獄,A Yokohama shoe executive faces a wrenching choice when kidnappers mistakenly seize his chauffeur’s son but demand the ransom anyway.,5.322199821472168,1963-03-01,High and Low,8.399999618530273,1046,https://image.tmdb.org/t/p/w342/tgNjemQPG96uIezpiUiXFcer5ga.jpg,https://image.tmdb.org/t/p/w780/A62quSOB8otoZvGiLvMVZ9G4BiO.jpg,1963,3,high,good,"['Drama', 'Crime', 'Thriller']","Drama, Crime, Thriller"
567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,4.188600063323975,1954-08-01,Rear Window,8.348999977111816,6879,https://image.tmdb.org/t/p/w342/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,https://image.tmdb.org/t/p/w780/qt01wUC460FCWfogDqe3UO00T3g.jpg,1954,8,high,good,"['Thriller', 'Mystery']","Thriller, Mystery"
274,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",3.122999906539917,1991-02-14,The Silence of the Lambs,8.347000122070312,17248,https://image.tmdb.org/t/p/w342/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,https://image.tmdb.org/t/p/w780/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg,1991,2,medium,good,"['Crime', 'Thriller', 'Drama']","Crime, Thriller, Drama"
569094,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",17.01569938659668,2023-05-31,Spider-Man: Across the Spider-Verse,8.336000442504883,8010,https://image.tmdb.org/t/p/w342/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,https://image.tmdb.org/t/p/w780/9xfDWXAUbFXQK585JvByT5pEAhe.jpg,2023,5,very high,good,"['Animation', 'Action', 'Adventure', 'Science Fiction']","Animation, Action, Adventure, Science Fiction"
